Thu Jul 16 09:37:50 CEST 2020 Waiting for 30 seconds before starting the job to allow the node to settle down
Thu Jul 16 09:38:20 CEST 2020 Waiting done, starting task!
Thu Jul 16 09:38:20 CEST 2020 Waiting for 30 seconds before starting the job to allow the node to settle down
Thu Jul 16 09:38:50 CEST 2020 Waiting done, starting task!
0.000000	1.000000	1000.000000	768.000000	29.674062
0.000000	1.000000	1000.000000	768.000000	29.654067
0.000000	1.000000	1000.000000	768.000000	29.752310
0.000000	1.000000	1000.000000	768.000000	29.812610
0.000000	1.000000	1000.000000	768.000000	29.629167
0.000000	1.000000	1000.000000	768.000000	29.707664
0.000000	1.000000	1000.000000	768.000000	29.658004
0.000000	1.000000	1000.000000	768.000000	29.684191
0.000000	1.000000	1000.000000	768.000000	29.688515
0.000000	1.000000	1000.000000	768.000000	29.694033
/hiskp4/gross/bachelorarbeit
